image_path,transcription,prediction,correct_prediction,wer,cer
data/0_input/handout-modified/train/186.png,bligados,sustados,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/188.png,"mano,",mito,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/189.png,ahora,aa,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/190.png,dar,diar,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/191.png,dificil,diili,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/193.png,dellas,"dellas,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/197.png,soys,soys,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/200.png,rehuseys,"poeys,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/201.png,fiestas,sisas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/202.png,Seneca,Señia,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/203.png,Philosophos,Cen,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/204.png,realce,pes,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/205.png,Agus-,So,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/208.png,"nio,",miia,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/209.png,rase,tae,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/211.png,Sol.,Sol,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/212.png,pues,hae,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/214.png,poner,"poer,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/215.png,"ello,",elo,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/216.png,trato,trton,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/218.png,"desseo,","desto,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/220.png,haze,nel,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/221.png,siem-,si-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/222.png,per-,po-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/223.png,"ella,","ela,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/224.png,toda,toda,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/227.png,compostura,omesto,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/228.png,ni,co,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/229.png,fin,ti,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/230.png,des-,de-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/231.png,patroci-,ete,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/233.png,dos,da-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/234.png,"condiciones,",proter,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/237.png,"ultimamente,",eslmmonto,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/238.png,educacion,ecion,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/239.png,piedad,predad,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/242.png,"piedras,","poedias,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/243.png,"preciar,",priar,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/244.png,continuo,cenitos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/245.png,un,coen,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/246.png,Primogénito.,Prios,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/247.png,escrito:,esto,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/248.png,Tampoco,Tamon,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/250.png,procuran),"prctaon,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/251.png,divinos,"diitos,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/252.png,mayores,"maores,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/253.png,unos,maos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/254.png,tomad,canrad,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/257.png,ser,ser-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/259.png,"hallan,","baltas,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/261.png,"Bullon,","Tullto,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/263.png,no,t,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/265.png,vene-,tee-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/266.png,apli-,gaso-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/267.png,fermedad,feredad,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/272.png,limos-,limos-,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/276.png,tin:,"Siin,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/279.png,truxeron,enos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/281.png,"vuestra,","eestta,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/284.png,Ale-,le,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/286.png,noble,noble,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/289.png,Magestad,lestad,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/294.png,"cencia,",ceia,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/296.png,Viatico,Liiio,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/297.png,do,dios,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/298.png,Digo,Dio,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/299.png,nuestra,pusra,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/301.png,gacion,"grtos,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/304.png,agradecido,utadeeido,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/305.png,A,ee,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/306.png,si,pua,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/307.png,rara,taa,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/308.png,"Christiana,","Cerisira,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/310.png,conveniente,oneciete,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/311.png,so:,hees,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/312.png,Nobleza),Sobleza,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/313.png,jugar,gugar,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/317.png,privilegio,prileio,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/319.png,blen,blen,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/321.png,(como,conto,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/323.png,sentimiento,seniieion,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/325.png,hijos,a,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/326.png,"ron,",teon,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/328.png,Ci-,C-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/329.png,Misterio.,sisterio,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/330.png,"busca,","sisa,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/331.png,al,al,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/334.png,useys,useys,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/335.png,huyr,lios,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/336.png,(grave,(g,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/337.png,herencia,hercia,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/338.png,tendreys,"rondeys,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/342.png,primera,priera,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/343.png,mejor,taa,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/344.png,aquí,sii,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/346.png,faltan,saltan,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/348.png,gas-,gas-,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/349.png,"sumen,",suen,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/350.png,"les,","les,",True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/351.png,mostrarles,mosstarles,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/352.png,le,e,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/354.png,(peste,suste,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/355.png,aviendose,añtendose,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/356.png,darme,dite,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/358.png,"Artifices,","Aries,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/359.png,hazen,haes,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/360.png,servid,setid,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/362.png,"puertas,",pralas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/363.png,quieren,quieen,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/364.png,"so,",so,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/365.png,Madre),"Paales,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/367.png,costumbres.,"enbes,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/369.png,zidas,adas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/371.png,Preciaos,Prios,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/372.png,obligados,obligados,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/373.png,vuestro,vostro,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/374.png,diencia,dicia,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/376.png,"rodilla,","odilla,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/378.png,co,toda,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/379.png,todas,todlas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/380.png,por,vuesra,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/381.png,na,i-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/382.png,alguna,"os,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/383.png,Señores,Señes,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/387.png,atencion,"amcion,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/388.png,tempora-,tia-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/390.png,(que,(o,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/392.png,documen,dieon,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/393.png,celebrareys,ciys,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/395.png,"fortaleza,","borialza,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/396.png,reconocer,toeocer,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/398.png,"pion,","poo,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/399.png,Potentados,Poreeados,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/400.png,"Ciceron,",Sorron,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/402.png,verdad,ees,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/403.png,bondad,bubdad,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/404.png,jamas,saas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/406.png,salir),salar,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/407.png,instante,istte,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/408.png,tan,inter,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/409.png,amenaza,mamza,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/410.png,jun-,ju,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/411.png,"engrandecen,","oenos,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/413.png,honra,hura,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/414.png,co-,ti,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/416.png,ella,ea,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/419.png,preceptos,prctos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/420.png,Divino,Damro,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/421.png,Gofredo,toos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/423.png,venciendose,"tantos,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/424.png,asiento,asiro,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/425.png,"bertad,",betada,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/426.png,"demas,","deas,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/428.png,principal,cios,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/429.png,trado,cao,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/430.png,"eterna,",exo,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/432.png,discursos,ieros,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/433.png,civil),til,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/436.png,Estephano,"Eelto,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/439.png,"sienten,",lien,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/441.png,bien,bien,True,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/443.png,suya,S,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/444.png,vayan.,treaar,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/446.png,David,Datud,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/448.png,hallaredes,"bulendes,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/450.png,saldreys,"sadeys,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/452.png,"claridad,","ta,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/457.png,quan-,tuar-,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/458.png,tales,caes,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/459.png,"dellos,","deltos,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/462.png,hazienda,laenda,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/463.png,hallo,hilo,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/464.png,beralidad,"beaidad,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/465.png,pidieren),pudeys,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/467.png,cadaver,caden,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/470.png,largos,los,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/474.png,"Familias,",Pailas,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/478.png,"dole,","dele,",False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/479.png,"predeterminacion,",preereancde,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/480.png,"Carbunco,",sda,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/481.png,principio,priio,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/482.png,carga,cii,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/483.png,quantos,qutos,False,0.9467213114754098,0.49669430160562494
data/0_input/handout-modified/train/484.png,conclu-,conlo,False,0.9467213114754098,0.49669430160562494
