image_path,transcription,prediction
data/0_input/handout-modified/test/159.png,,"Sea,"
data/0_input/handout-modified/train/160.png,gente,"gute,"
data/0_input/handout-modified/test/161.png,,"prore,"
data/0_input/handout-modified/train/162.png,hablad,habtad
data/0_input/handout-modified/train/163.png,"encia,","seia,"
data/0_input/handout-modified/train/164.png,"tamente,","tare,"
data/0_input/handout-modified/test/165.png,,da
data/0_input/handout-modified/test/166.png,,tartos
data/0_input/handout-modified/train/167.png,contentaos,pristades
data/0_input/handout-modified/test/168.png,,"uos,"
data/0_input/handout-modified/train/169.png,"Dios,",peia
data/0_input/handout-modified/train/170.png,quanto,(des
data/0_input/handout-modified/train/171.png,raleza,talra
data/0_input/handout-modified/test/172.png,,(o
data/0_input/handout-modified/train/173.png,elegir,esiar
data/0_input/handout-modified/test/174.png,,sio
data/0_input/handout-modified/train/175.png,recogido,eiado
data/0_input/handout-modified/train/176.png,"Socrates,","Soctos,"
data/0_input/handout-modified/train/177.png,EN,EN
data/0_input/handout-modified/train/178.png,tial,til
data/0_input/handout-modified/train/179.png,"zer,",ae
data/0_input/handout-modified/train/180.png,des,"ds,"
data/0_input/handout-modified/test/181.png,,coos
data/0_input/handout-modified/train/182.png,"inchado,",bontado
data/0_input/handout-modified/test/183.png,,lion
data/0_input/handout-modified/train/184.png,devotos,etos
data/0_input/handout-modified/test/185.png,,se-
data/0_input/handout-modified/train/186.png,bligados,sustados
data/0_input/handout-modified/test/187.png,,"t,"
data/0_input/handout-modified/train/188.png,"mano,",mito
data/0_input/handout-modified/train/189.png,ahora,aa
data/0_input/handout-modified/train/190.png,dar,diar
data/0_input/handout-modified/train/191.png,dificil,diili
data/0_input/handout-modified/test/192.png,,ta
data/0_input/handout-modified/train/193.png,dellas,"dellas,"
data/0_input/handout-modified/test/194.png,,a
data/0_input/handout-modified/test/195.png,,"nte,"
data/0_input/handout-modified/test/196.png,,ea
data/0_input/handout-modified/train/197.png,soys,soys
data/0_input/handout-modified/test/198.png,,laa
data/0_input/handout-modified/test/199.png,,sueyn
data/0_input/handout-modified/train/200.png,rehuseys,"poeys,"
data/0_input/handout-modified/train/201.png,fiestas,sisas
data/0_input/handout-modified/train/202.png,Seneca,Señia
data/0_input/handout-modified/train/203.png,Philosophos,Cen
data/0_input/handout-modified/train/204.png,realce,pes
data/0_input/handout-modified/train/205.png,Agus-,So
data/0_input/handout-modified/test/206.png,,ceto
data/0_input/handout-modified/test/207.png,,los
data/0_input/handout-modified/train/208.png,"nio,",miia
data/0_input/handout-modified/train/209.png,rase,tae
data/0_input/handout-modified/test/210.png,,lirtad
data/0_input/handout-modified/train/211.png,Sol.,Sol
data/0_input/handout-modified/train/212.png,pues,hae
data/0_input/handout-modified/test/213.png,,me
data/0_input/handout-modified/train/214.png,poner,"poer,"
data/0_input/handout-modified/train/215.png,"ello,",elo
data/0_input/handout-modified/train/216.png,trato,trton
data/0_input/handout-modified/test/217.png,,"p,"
data/0_input/handout-modified/train/218.png,"desseo,","desto,"
data/0_input/handout-modified/test/219.png,,"aa,"
data/0_input/handout-modified/train/220.png,haze,nel
data/0_input/handout-modified/train/221.png,siem-,si-
data/0_input/handout-modified/train/222.png,per-,po-
data/0_input/handout-modified/train/223.png,"ella,","ela,"
data/0_input/handout-modified/train/224.png,toda,toda
data/0_input/handout-modified/test/225.png,,ceados
data/0_input/handout-modified/test/226.png,,t
data/0_input/handout-modified/train/227.png,compostura,omesto
data/0_input/handout-modified/train/228.png,ni,co
data/0_input/handout-modified/train/229.png,fin,ti
data/0_input/handout-modified/train/230.png,des-,de-
data/0_input/handout-modified/train/231.png,patroci-,ete
data/0_input/handout-modified/test/232.png,,gaos
data/0_input/handout-modified/train/233.png,dos,da-
data/0_input/handout-modified/train/234.png,"condiciones,",proter
data/0_input/handout-modified/test/235.png,,"tes,"
data/0_input/handout-modified/test/236.png,,vostras
data/0_input/handout-modified/train/237.png,"ultimamente,",eslmmonto
data/0_input/handout-modified/train/238.png,educacion,ecion
data/0_input/handout-modified/train/239.png,piedad,predad
data/0_input/handout-modified/test/240.png,,ceton
data/0_input/handout-modified/test/241.png,,"moos,"
data/0_input/handout-modified/train/242.png,"piedras,","poedias,"
data/0_input/handout-modified/train/243.png,"preciar,",priar
data/0_input/handout-modified/train/244.png,continuo,cenitos
data/0_input/handout-modified/train/245.png,un,coen
data/0_input/handout-modified/train/246.png,Primogénito.,Prios
data/0_input/handout-modified/train/247.png,escrito:,esto
data/0_input/handout-modified/train/248.png,Tampoco,Tamon
data/0_input/handout-modified/test/249.png,,ul
data/0_input/handout-modified/train/250.png,procuran),"prctaon,"
data/0_input/handout-modified/train/251.png,divinos,"diitos,"
data/0_input/handout-modified/train/252.png,mayores,"maores,"
data/0_input/handout-modified/train/253.png,unos,maos
data/0_input/handout-modified/train/254.png,tomad,canrad
data/0_input/handout-modified/test/255.png,,tedo
data/0_input/handout-modified/test/256.png,,haleys
data/0_input/handout-modified/train/257.png,ser,ser-
data/0_input/handout-modified/test/258.png,,gutos
data/0_input/handout-modified/train/259.png,"hallan,","baltas,"
data/0_input/handout-modified/test/260.png,,Tiio
data/0_input/handout-modified/train/261.png,"Bullon,","Tullto,"
data/0_input/handout-modified/test/262.png,,peo
data/0_input/handout-modified/train/263.png,no,t
data/0_input/handout-modified/test/264.png,,esia
data/0_input/handout-modified/train/265.png,vene-,tee-
data/0_input/handout-modified/train/266.png,apli-,gaso-
data/0_input/handout-modified/train/267.png,fermedad,feredad
data/0_input/handout-modified/test/268.png,,tono
data/0_input/handout-modified/test/269.png,,c
data/0_input/handout-modified/test/270.png,,tys
data/0_input/handout-modified/test/271.png,,"luteos,"
data/0_input/handout-modified/train/272.png,limos-,limos-
data/0_input/handout-modified/test/273.png,,prestado
data/0_input/handout-modified/test/274.png,,ta
data/0_input/handout-modified/test/275.png,,sesile
data/0_input/handout-modified/train/276.png,tin:,"Siin,"
data/0_input/handout-modified/test/277.png,,ta
data/0_input/handout-modified/test/278.png,,poo
data/0_input/handout-modified/train/279.png,truxeron,enos
data/0_input/handout-modified/test/280.png,,dela
data/0_input/handout-modified/train/281.png,"vuestra,","eestta,"
data/0_input/handout-modified/test/282.png,,l-
data/0_input/handout-modified/test/283.png,,onieeto
data/0_input/handout-modified/train/284.png,Ale-,le
data/0_input/handout-modified/test/285.png,,"codros,"
data/0_input/handout-modified/train/286.png,noble,noble
data/0_input/handout-modified/test/287.png,,dos
data/0_input/handout-modified/test/288.png,,tutos
data/0_input/handout-modified/train/289.png,Magestad,lestad
data/0_input/handout-modified/test/290.png,,titos
data/0_input/handout-modified/test/291.png,,"Iuo,"
data/0_input/handout-modified/test/292.png,,"Coistron,"
data/0_input/handout-modified/test/293.png,,"ta,"
data/0_input/handout-modified/train/294.png,"cencia,",ceia
data/0_input/handout-modified/test/295.png,,"Caistros,"
data/0_input/handout-modified/train/296.png,Viatico,Liiio
data/0_input/handout-modified/train/297.png,do,dios
data/0_input/handout-modified/train/298.png,Digo,Dio
data/0_input/handout-modified/train/299.png,nuestra,pusra
data/0_input/handout-modified/test/300.png,,eeddado
data/0_input/handout-modified/train/301.png,gacion,"grtos,"
data/0_input/handout-modified/test/302.png,,Conoesor
data/0_input/handout-modified/test/303.png,,coslas
data/0_input/handout-modified/train/304.png,agradecido,utadeeido
data/0_input/handout-modified/train/305.png,A,ee
data/0_input/handout-modified/train/306.png,si,pua
data/0_input/handout-modified/train/307.png,rara,taa
data/0_input/handout-modified/train/308.png,"Christiana,","Cerisira,"
data/0_input/handout-modified/test/309.png,,ales
data/0_input/handout-modified/train/310.png,conveniente,oneciete
data/0_input/handout-modified/train/311.png,so:,hees
data/0_input/handout-modified/train/312.png,Nobleza),Sobleza
data/0_input/handout-modified/train/313.png,jugar,gugar
data/0_input/handout-modified/test/314.png,,gagre
data/0_input/handout-modified/test/315.png,,tia
data/0_input/handout-modified/test/316.png,,ptas
data/0_input/handout-modified/train/317.png,privilegio,prileio
data/0_input/handout-modified/test/318.png,,to
data/0_input/handout-modified/train/319.png,blen,blen
data/0_input/handout-modified/test/320.png,,t
data/0_input/handout-modified/train/321.png,(como,conto
data/0_input/handout-modified/test/322.png,,a
data/0_input/handout-modified/train/323.png,sentimiento,seniieion
data/0_input/handout-modified/test/324.png,,proneto
data/0_input/handout-modified/train/325.png,hijos,a
data/0_input/handout-modified/train/326.png,"ron,",teon
data/0_input/handout-modified/test/327.png,,Cimon
data/0_input/handout-modified/train/328.png,Ci-,C-
data/0_input/handout-modified/train/329.png,Misterio.,sisterio
data/0_input/handout-modified/train/330.png,"busca,","sisa,"
data/0_input/handout-modified/train/331.png,al,al
data/0_input/handout-modified/test/332.png,,lite
data/0_input/handout-modified/test/333.png,,iia
data/0_input/handout-modified/train/334.png,useys,useys
data/0_input/handout-modified/train/335.png,huyr,lios
data/0_input/handout-modified/train/336.png,(grave,(g
data/0_input/handout-modified/train/337.png,herencia,hercia
data/0_input/handout-modified/train/338.png,tendreys,"rondeys,"
data/0_input/handout-modified/test/339.png,,to
data/0_input/handout-modified/test/340.png,,tales
data/0_input/handout-modified/test/341.png,,Seaes
data/0_input/handout-modified/train/342.png,primera,priera
data/0_input/handout-modified/train/343.png,mejor,taa
data/0_input/handout-modified/train/344.png,aquí,sii
data/0_input/handout-modified/test/345.png,,a
data/0_input/handout-modified/train/346.png,faltan,saltan
data/0_input/handout-modified/test/347.png,,"aa,"
data/0_input/handout-modified/train/348.png,gas-,gas-
data/0_input/handout-modified/train/349.png,"sumen,",suen
data/0_input/handout-modified/train/350.png,"les,","les,"
data/0_input/handout-modified/train/351.png,mostrarles,mosstarles
data/0_input/handout-modified/train/352.png,le,e
data/0_input/handout-modified/test/353.png,,pra
data/0_input/handout-modified/train/354.png,(peste,suste
data/0_input/handout-modified/train/355.png,aviendose,añtendose
data/0_input/handout-modified/train/356.png,darme,dite
data/0_input/handout-modified/test/357.png,,tis
data/0_input/handout-modified/train/358.png,"Artifices,","Aries,"
data/0_input/handout-modified/train/359.png,hazen,haes
data/0_input/handout-modified/train/360.png,servid,setid
data/0_input/handout-modified/test/361.png,,"Caios,"
data/0_input/handout-modified/train/362.png,"puertas,",pralas
data/0_input/handout-modified/train/363.png,quieren,quieen
data/0_input/handout-modified/train/364.png,"so,",so
data/0_input/handout-modified/train/365.png,Madre),"Paales,"
data/0_input/handout-modified/test/366.png,,quiio
data/0_input/handout-modified/train/367.png,costumbres.,"enbes,"
data/0_input/handout-modified/test/368.png,,(o
data/0_input/handout-modified/train/369.png,zidas,adas
data/0_input/handout-modified/test/370.png,,Caan
data/0_input/handout-modified/train/371.png,Preciaos,Prios
data/0_input/handout-modified/train/372.png,obligados,obligados
data/0_input/handout-modified/train/373.png,vuestro,vostro
data/0_input/handout-modified/train/374.png,diencia,dicia
data/0_input/handout-modified/test/375.png,,te
data/0_input/handout-modified/train/376.png,"rodilla,","odilla,"
data/0_input/handout-modified/test/377.png,,"Sees,"
data/0_input/handout-modified/train/378.png,co,toda
data/0_input/handout-modified/train/379.png,todas,todlas
data/0_input/handout-modified/train/380.png,por,vuesra
data/0_input/handout-modified/train/381.png,na,i-
data/0_input/handout-modified/train/382.png,alguna,"os,"
data/0_input/handout-modified/train/383.png,Señores,Señes
data/0_input/handout-modified/test/384.png,,"tte,"
data/0_input/handout-modified/test/385.png,,coio
data/0_input/handout-modified/test/386.png,,sii-
data/0_input/handout-modified/train/387.png,atencion,"amcion,"
data/0_input/handout-modified/train/388.png,tempora-,tia-
data/0_input/handout-modified/test/389.png,,(o
data/0_input/handout-modified/train/390.png,(que,(o
data/0_input/handout-modified/test/391.png,,(o
data/0_input/handout-modified/train/392.png,documen,dieon
data/0_input/handout-modified/train/393.png,celebrareys,ciys
data/0_input/handout-modified/test/394.png,,deia
data/0_input/handout-modified/train/395.png,"fortaleza,","borialza,"
data/0_input/handout-modified/train/396.png,reconocer,toeocer
data/0_input/handout-modified/test/397.png,,ti-
data/0_input/handout-modified/train/398.png,"pion,","poo,"
data/0_input/handout-modified/train/399.png,Potentados,Poreeados
data/0_input/handout-modified/train/400.png,"Ciceron,",Sorron
data/0_input/handout-modified/test/401.png,,aos
data/0_input/handout-modified/train/402.png,verdad,ees
data/0_input/handout-modified/train/403.png,bondad,bubdad
data/0_input/handout-modified/train/404.png,jamas,saas
data/0_input/handout-modified/test/405.png,,(o
data/0_input/handout-modified/train/406.png,salir),salar
data/0_input/handout-modified/train/407.png,instante,istte
data/0_input/handout-modified/train/408.png,tan,inter
data/0_input/handout-modified/train/409.png,amenaza,mamza
data/0_input/handout-modified/train/410.png,jun-,ju
data/0_input/handout-modified/train/411.png,"engrandecen,","oenos,"
data/0_input/handout-modified/test/412.png,,(o
data/0_input/handout-modified/train/413.png,honra,hura
data/0_input/handout-modified/train/414.png,co-,ti
data/0_input/handout-modified/test/415.png,,"desio,"
data/0_input/handout-modified/train/416.png,ella,ea
data/0_input/handout-modified/test/417.png,,ti
data/0_input/handout-modified/test/418.png,,mater
data/0_input/handout-modified/train/419.png,preceptos,prctos
data/0_input/handout-modified/train/420.png,Divino,Damro
data/0_input/handout-modified/train/421.png,Gofredo,toos
data/0_input/handout-modified/test/422.png,,tos
data/0_input/handout-modified/train/423.png,venciendose,"tantos,"
data/0_input/handout-modified/train/424.png,asiento,asiro
data/0_input/handout-modified/train/425.png,"bertad,",betada
data/0_input/handout-modified/train/426.png,"demas,","deas,"
data/0_input/handout-modified/test/427.png,,"nu,"
data/0_input/handout-modified/train/428.png,principal,cios
data/0_input/handout-modified/train/429.png,trado,cao
data/0_input/handout-modified/train/430.png,"eterna,",exo
data/0_input/handout-modified/test/431.png,,aadas
data/0_input/handout-modified/train/432.png,discursos,ieros
data/0_input/handout-modified/train/433.png,civil),til
data/0_input/handout-modified/test/434.png,,cio
data/0_input/handout-modified/test/435.png,,Ilesia
data/0_input/handout-modified/train/436.png,Estephano,"Eelto,"
data/0_input/handout-modified/test/437.png,,ela
data/0_input/handout-modified/test/438.png,,talto
data/0_input/handout-modified/train/439.png,"sienten,",lien
data/0_input/handout-modified/test/440.png,,m
data/0_input/handout-modified/train/441.png,bien,bien
data/0_input/handout-modified/test/442.png,,prsada
data/0_input/handout-modified/train/443.png,suya,S
data/0_input/handout-modified/train/444.png,vayan.,treaar
data/0_input/handout-modified/test/445.png,,e
data/0_input/handout-modified/train/446.png,David,Datud
data/0_input/handout-modified/test/447.png,,(o
data/0_input/handout-modified/train/448.png,hallaredes,"bulendes,"
data/0_input/handout-modified/test/449.png,,cetan
data/0_input/handout-modified/train/450.png,saldreys,"sadeys,"
data/0_input/handout-modified/test/451.png,,tes
data/0_input/handout-modified/train/452.png,"claridad,","ta,"
data/0_input/handout-modified/test/453.png,,"dtos,"
data/0_input/handout-modified/test/454.png,,Cea
data/0_input/handout-modified/test/455.png,,poo
data/0_input/handout-modified/test/456.png,,ete
data/0_input/handout-modified/train/457.png,quan-,tuar-
data/0_input/handout-modified/train/458.png,tales,caes
data/0_input/handout-modified/train/459.png,"dellos,","deltos,"
data/0_input/handout-modified/test/460.png,,tia
data/0_input/handout-modified/test/461.png,,"atar,"
data/0_input/handout-modified/train/462.png,hazienda,laenda
data/0_input/handout-modified/train/463.png,hallo,hilo
data/0_input/handout-modified/train/464.png,beralidad,"beaidad,"
data/0_input/handout-modified/train/465.png,pidieren),pudeys
data/0_input/handout-modified/test/466.png,,tao
data/0_input/handout-modified/train/467.png,cadaver,caden
data/0_input/handout-modified/test/468.png,,haonda
data/0_input/handout-modified/test/469.png,,pues
data/0_input/handout-modified/train/470.png,largos,los
data/0_input/handout-modified/test/471.png,,o
data/0_input/handout-modified/test/472.png,,a-
data/0_input/handout-modified/test/473.png,,"Tiaor,"
data/0_input/handout-modified/train/474.png,"Familias,",Pailas
data/0_input/handout-modified/test/475.png,,tes
data/0_input/handout-modified/test/476.png,,tisra
data/0_input/handout-modified/test/477.png,,"eio,"
data/0_input/handout-modified/train/478.png,"dole,","dele,"
data/0_input/handout-modified/train/479.png,"predeterminacion,",preereancde
data/0_input/handout-modified/train/480.png,"Carbunco,",sda
data/0_input/handout-modified/train/481.png,principio,priio
data/0_input/handout-modified/train/482.png,carga,cii
data/0_input/handout-modified/train/483.png,quantos,qutos
data/0_input/handout-modified/train/484.png,conclu-,conlo
data/0_input/handout-modified/train/485.png,"descubierto,",deseieton
data/0_input/handout-modified/train/486.png,mortales,martales
data/0_input/handout-modified/test/487.png,,e
data/0_input/handout-modified/test/488.png,,"as,"
data/0_input/handout-modified/train/489.png,grandeza.,"granodezas,"
data/0_input/handout-modified/train/490.png,"Noble,",edad
data/0_input/handout-modified/train/491.png,ocul,ou
data/0_input/handout-modified/test/492.png,,gays
data/0_input/handout-modified/test/493.png,,"eiisiee,"
data/0_input/handout-modified/train/494.png,Her-,Eier
data/0_input/handout-modified/train/495.png,mildad,midad
data/0_input/handout-modified/train/496.png,parecido,prcido
data/0_input/handout-modified/test/497.png,,senbros
data/0_input/handout-modified/train/498.png,"lugares,","lures,"
data/0_input/handout-modified/train/499.png,agra-,el
data/0_input/handout-modified/train/500.png,engañado,entado
data/0_input/handout-modified/test/501.png,,"deeterio,"
data/0_input/handout-modified/train/502.png,caso,casio
data/0_input/handout-modified/test/503.png,,maos
data/0_input/handout-modified/train/504.png,"grande,","grandes,"
data/0_input/handout-modified/train/505.png,dicha,aeia
data/0_input/handout-modified/train/506.png,"tuoso,",tonosia
data/0_input/handout-modified/train/507.png,hora,tia
data/0_input/handout-modified/test/508.png,,añidad
data/0_input/handout-modified/train/509.png,"Theodosio,","Thedio,"
data/0_input/handout-modified/train/510.png,devidas,deidas
data/0_input/handout-modified/test/511.png,,"Eaos,"
data/0_input/handout-modified/test/512.png,,Dtos
data/0_input/handout-modified/train/513.png,sallos,sallos
data/0_input/handout-modified/train/514.png,os,ato
data/0_input/handout-modified/train/515.png,preside.,"prsile,"
data/0_input/handout-modified/train/516.png,daros,dos
data/0_input/handout-modified/test/517.png,,prtos
data/0_input/handout-modified/train/518.png,Em-,Du
data/0_input/handout-modified/train/519.png,Hablad,Eabdad
data/0_input/handout-modified/train/520.png,Aqui,i
data/0_input/handout-modified/train/521.png,sin,s-
data/0_input/handout-modified/train/522.png,introdu-,indo
data/0_input/handout-modified/train/523.png,"Bautismo,","Taisito,"
data/0_input/handout-modified/train/524.png,gracia,grio
data/0_input/handout-modified/train/525.png,meses,moees
data/0_input/handout-modified/train/526.png,tener,toner
data/0_input/handout-modified/train/527.png,"immortal,","imrtal,"
data/0_input/handout-modified/test/528.png,,redeio
data/0_input/handout-modified/train/529.png,"estrecha,",esserda
data/0_input/handout-modified/test/530.png,,espeian
data/0_input/handout-modified/train/531.png,pro-,"pural,"
data/0_input/handout-modified/train/532.png,proveydas,pata
data/0_input/handout-modified/train/533.png,"cion,",ceon
data/0_input/handout-modified/train/534.png,Pacien,Pacien
data/0_input/handout-modified/test/535.png,,Cu
data/0_input/handout-modified/test/536.png,,tales
data/0_input/handout-modified/test/537.png,,"Tealton,"
data/0_input/handout-modified/train/538.png,ello,"amos,"
data/0_input/handout-modified/train/539.png,nacido,aido
data/0_input/handout-modified/train/540.png,"Liberalidad,","Teabdad,"
data/0_input/handout-modified/test/541.png,,"ltos,"
data/0_input/handout-modified/train/542.png,fa-,f-
data/0_input/handout-modified/train/543.png,llegareys,leys
data/0_input/handout-modified/train/544.png,titulo,tido
data/0_input/handout-modified/train/545.png,"Caton,","Caton,"
data/0_input/handout-modified/test/546.png,,Su
data/0_input/handout-modified/train/547.png,to-,t-
data/0_input/handout-modified/train/548.png,"nobleza,",oneease
data/0_input/handout-modified/test/549.png,,"nio,"
data/0_input/handout-modified/test/550.png,,prsios
data/0_input/handout-modified/test/551.png,,tes
data/0_input/handout-modified/test/552.png,,"estan,"
